name,site_name,most_popular_mainset,most_popular_offset,most_popular_slot2,most_popular_slot4,most_popular_slot6,stats_priority,main_sets,offset_sets,slot2s,slot4s,slot6s,HP_value,ATK_value,DEF_value,SPD_value,CR_value,CD_value,ACC_value,RES_value,error,top_2_sub_stats,top_3_sub_stats,top_4_sub_stats
Mao,Mao,SWIFT,WILL,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > RES > CD,SWIFT > VIOLENT > FATAL > REVENGE > SHIELD > DESTROY > ENDURE > ENERGY > NEMESIS > VAMPIRE,WILL > Unknown > DESTROY > ENERGY > BLADE > REVENGE > GUARD > SHIELD > ENDURE > FOCUS > NEMESIS,SPD > ATK > HP,CD > ATK > HP > DEF,ATK > HP > DEF > RES > X,1.79,1.4,1.33,3.15,3.65,1.0,1.35,1.09,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Mara,Mara,FATAL,BLADE,ATK,CD,ATK,CR > SPD > ATK > HP > CD > ACC > RES > DEF,FATAL > SWIFT > RAGE > WILL > ENDURE > GUARD > BLADE > DESTROY > NEMESIS > SHIELD,BLADE > WILL > SHIELD > GUARD > Unknown > ENERGY > NEMESIS > REVENGE > FOCUS,ATK > SPD,CD > CR,ATK > ACC > HP,1.38,1.45,1.0,2.1,6.21,1.32,1.17,1.02,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Marble,Marble,RAGE,BLADE,HP,CD,HP,CR > ACC > HP > SPD > CD > RES > DEF > ATK,RAGE > VIOLENT > DESPAIR > ENERGY > UNKNOWN > BLADE > ENDURE > FATAL > FOCUS > SWIFT,BLADE > ENERGY > FOCUS > Unknown > WILL > ENDURE > NEMESIS > REVENGE > SHIELD,HP > SPD > DEF,CD > CR > HP > DEF > X,HP > DEF,1.56,1.0,1.03,1.46,3.42,1.21,1.71,1.18,,CR > ACC,CR > ACC > HP,CR > ACC > HP > SPD
Martina,Martina,VIOLENT,WILL,SPD,CD,HP,SPD > HP > CR > ACC > ATK > DEF > RES > CD,VIOLENT > SWIFT,WILL > Unknown > BLADE > NEMESIS > FOCUS > REVENGE,SPD > ATK > HP,CD > HP > CR > ATK,HP > ATK > ACC > RES > X,2.1,1.53,1.42,5.21,1.96,1.0,1.82,1.07,,SPD > HP,SPD > HP > CR,SPD > HP > CR > ACC
Maruna,Maruna,SWIFT,WILL,SPD,CD,ATK,CR > SPD > ACC > HP > ATK > DEF > RES > CD,SWIFT > VIOLENT > DESPAIR > SHIELD > BLADE > ENERGY > FATAL,WILL > BLADE > FOCUS > Unknown > SHIELD > ACCURACY > ENDURE > ENERGY > NEMESIS > REVENGE,SPD > ATK,CD > ATK > HP > CR > DEF,ATK > HP > ACC > DEF > X,1.55,1.4,1.14,2.61,3.39,1.0,2.06,1.03,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Masha,Masha,SWIFT,WILL,SPD,CD,ATK,CR > SPD > HP > ACC > ATK > DEF > CD > RES,SWIFT > VIOLENT,WILL > BLADE > Unknown > FOCUS > NEMESIS > GUARD > REVENGE > SHIELD,SPD > ATK,CD > CR,ATK > HP,1.72,1.62,1.18,3.09,5.51,1.03,1.7,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Mav,Mav,VIOLENT,FOCUS,SPD,HP,HP,SPD > ACC > HP > RES > DEF > CR > ATK > CD,VIOLENT > SWIFT > ENERGY > FIGHT > ACCURACY > ENDURE > FOCUS > REVENGE,FOCUS > WILL > Unknown > NEMESIS > FIGHT > REVENGE > ENDURE > ENERGY > GUARD > SHIELD > ACCURACY > BLADE > ENHANCE,SPD > HP > DEF > X,HP > DEF > CD > CR,HP > DEF > ACC > RES,2.15,1.23,1.6,2.67,1.4,1.0,2.55,1.71,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > RES
Maximilian,Maximilian,VIOLENT,WILL,SPD,CD,ATK,ACC > SPD > CR > HP > ATK > DEF > RES > CD,VIOLENT > DESPAIR > SWIFT,WILL > FOCUS > ENERGY > Unknown,SPD > ATK,CD > CR > HP > ATK,ATK > HP > ACC,1.6,1.55,1.07,2.99,2.09,1.0,3.12,1.02,,ACC > SPD,ACC > SPD > CR,ACC > SPD > CR > HP
Maya,Maya,DESPAIR,REVENGE,SPD,HP,HP,ACC > SPD > HP > DEF > RES > ATK > CR > CD,DESPAIR > VIOLENT > ENDURE > ENERGY > SWIFT > WILL,REVENGE > WILL > Unknown > ENERGY > NEMESIS,SPD > HP,HP > DEF > CR > X,HP > DEF > ACC > ATK > RES,2.07,1.24,1.55,3.68,1.2,1.0,4.9,1.53,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > DEF
Mayasura,Mayasura,FATAL,Unknown,ATK,CD,ATK,CR > SPD > ATK > HP > ACC > RES > CD > DEF,FATAL > VAMPIRE > VIOLENT > BLADE > DESTROY > ENERGY > REVENGE > SHIELD > SWIFT > UNKNOWN,Unknown > REVENGE > BLADE > WILL > NEMESIS,ATK > SPD > HP > CR > DEF,CD > ATK > CR > HP,ATK > HP > DEF > Unknown,1.58,1.62,1.0,2.15,2.89,1.16,1.53,1.2,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Megan,Megan,SWIFT,Unknown,SPD,HP,HP,SPD > ACC > HP > CR > RES > DEF > ATK > CD,SWIFT > NEMESIS > WILL,Unknown > WILL > NEMESIS > FIGHT > BLADE > GUARD,SPD > DEF,HP > CD > DEF > CR > ATK > X,HP > ATK > DEF > RES > X > ACC,2.22,1.17,1.4,5.38,1.74,1.0,2.38,1.61,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Mei,Mei,VAMPIRE,WILL,SPD,CD,HP,CR > SPD > HP > DEF > ACC > ATK > RES > CD,VAMPIRE > RAGE > VIOLENT > SWIFT > ENERGY > BLADE > ENDURE > FOCUS > GUARD > NEMESIS,WILL > DESTROY > ENERGY > BLADE > ENDURE > REVENGE > FOCUS > NEMESIS > GUARD,SPD > HP > DEF,CD > HP > CR > DEF,HP > ATK > DEF > RES,1.57,1.13,1.2,2.15,4.13,1.0,1.17,1.08,,CR > SPD,CR > SPD > HP,CR > SPD > HP > DEF
Mei Hou Wang,Mei Hou Wang,VIOLENT,REVENGE,SPD,CD,HP,CR > SPD > HP > ATK > ACC > DEF > RES > CD,VIOLENT > VAMPIRE > SWIFT > BLADE > DESTROY > REVENGE,REVENGE > DESTROY > BLADE > Unknown > WILL > ENDURE > NEMESIS,SPD > HP > ATK > DEF,CD > CR > HP > DEF,HP > DEF > ATK,1.82,1.62,1.39,2.68,4.23,1.0,1.46,1.05,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Melissa,Melissa,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > HP > ACC > ATK > DEF > CD > RES,SWIFT > VIOLENT > VAMPIRE > FATAL > RAGE > ENHANCE > FIGHT > FOCUS,BLADE > Unknown > GUARD > SHIELD > WILL > DESTROY > ENERGY > FIGHT > REVENGE > FOCUS > NEMESIS,SPD > ATK > DEF,CD > ATK,ATK > HP,1.54,1.3,1.14,2.32,4.76,1.12,1.32,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Mellia,Mellia,SWIFT,Unknown,SPD,HP,ACC,ACC > SPD > HP > DEF > ATK > CR > RES > CD,SWIFT > VIOLENT > DESPAIR > WILL > FOCUS,Unknown > FOCUS > FIGHT > WILL > ACCURACY > SHIELD > BLADE > ENERGY > GUARD > REVENGE,SPD > ATK > HP > DEF,HP > DEF > CR > ATK > CD > X,ACC > HP > DEF > X > ATK,2.25,1.39,1.6,4.03,1.34,1.0,4.09,1.32,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > DEF
Mephisto,Mephisto,SWIFT,WILL,SPD,CD,HP,CR > SPD > HP > ATK > DEF > ACC > RES > CD,SWIFT > VAMPIRE > VIOLENT > DESTROY > WILL > BLADE > DESPAIR > FOCUS > SHIELD,WILL > Unknown > BLADE > ENERGY > ENDURE > GUARD > NEMESIS > SHIELD > DESTROY > FIGHT > REVENGE,SPD > HP > ATK,CD > CR > HP > X > ATK > DEF,HP > ATK > DEF > RES > X,1.57,1.49,1.23,2.59,2.73,1.0,1.13,1.13,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Mi Ying,Mi Ying,,,,,,,,,,,,,,,,,,,,Failed to process player data for Mi Ying.,,,
Michelle,Michelle,SWIFT,Unknown,SPD,HP,HP,SPD > RES > HP > DEF > ACC > CR > ATK > CD,SWIFT > FATAL > VIOLENT > GUARD > ENERGY > NEMESIS > UNKNOWN > ACCURACY > DESTROY > ENDURE,Unknown > ENERGY > WILL > ENDURE > DESTROY > GUARD > NEMESIS > FOCUS > SHIELD > TOLERANCE,SPD > HP > DEF > ATK,HP > ATK > DEF > CD,HP > DEF > ATK > RES,2.08,1.3,1.71,3.7,1.39,1.0,1.53,2.29,,SPD > RES,SPD > RES > HP,SPD > RES > HP > DEF
Mihael,Mihael,VIOLENT,WILL,SPD,HP,HP,SPD > ACC > RES > HP > DEF > ATK > CR > CD,VIOLENT > SWIFT > WILL > GUARD > NEMESIS > SHIELD,WILL > NEMESIS > ENDURE > FOCUS > Unknown > ENERGY > SHIELD > GUARD,SPD > HP > DEF,HP > DEF,HP > DEF > RES > ACC,1.97,1.19,1.75,3.17,1.16,1.0,3.04,2.01,,SPD > ACC,SPD > ACC > RES,SPD > ACC > RES > HP
Miho,Miho,VAMPIRE,NEMESIS,SPD,CD,ATK,CR > SPD > HP > ATK > DEF > ACC > RES > CD,VAMPIRE > VIOLENT > RAGE > SHIELD,NEMESIS > WILL > BLADE > DESTROY > ENDURE > REVENGE > FOCUS > GUARD > SHIELD,SPD > ATK,CD > HP,ATK > RES > HP > ACC,1.69,1.41,1.13,2.33,4.67,1.0,1.08,1.03,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Mihyang,Mihyang,VIOLENT,WILL,SPD,CD,ATK,SPD > ATK > HP > ACC > CR > DEF > RES > CD,VIOLENT > SWIFT,WILL > Unknown > BLADE > NEMESIS > DESTROY > ENDURE > ENERGY > GUARD > SHIELD,SPD > HP,CD > HP > CR,ATK > HP,1.74,2.08,1.15,4.7,1.32,1.0,1.35,1.13,,SPD > ATK,SPD > ATK > HP,SPD > ATK > HP > ACC
Mikene,Mikene,SWIFT,NEMESIS,SPD,HP,HP,SPD > ACC > CR > RES > HP > DEF > ATK > CD,SWIFT > VIOLENT > SHIELD > DESPAIR > GUARD > ENDURE > ACCURACY > BLADE > ENERGY > FATAL > NEMESIS > REVENGE > WILL,NEMESIS > BLADE > ENDURE > REVENGE > DESTROY > ENERGY > GUARD > FOCUS > SHIELD > WILL,SPD > HP > ATK > DEF,HP > CR > DEF > CD,HP > DEF > ACC > ATK > RES,1.84,1.27,1.44,2.41,2.26,1.0,2.39,1.91,,SPD > ACC,SPD > ACC > CR,SPD > ACC > CR > RES
Miles,Miles,VIOLENT,SHIELD,SPD,HP,HP,SPD > HP > ACC > DEF > ATK > CR > RES > CD,VIOLENT > SWIFT > UNKNOWN > WILL,SHIELD > DESTROY > WILL > Unknown > ENERGY,SPD,HP > CR > CD > ATK,HP > ATK > RES > DEF,2.02,1.48,1.84,4.5,1.4,1.0,1.95,1.22,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > DEF
Mimirr,Mimirr,VIOLENT,WILL,SPD,CD,HP,CR > SPD > ACC > ATK > HP > DEF > RES > CD,VIOLENT > SWIFT > DESPAIR > ENERGY > FATAL > VAMPIRE,WILL > BLADE > ENERGY > NEMESIS > SHIELD > Unknown > DESTROY > ENDURE > FOCUS,SPD > ATK,CD > CR > HP,HP > ATK > DEF,1.65,1.75,1.27,2.76,4.23,1.0,1.77,1.09,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > ATK
Mina,Mina,SWIFT,WILL,SPD,CD,ATK,SPD > HP > ATK > CR > CD > ACC > DEF > RES,SWIFT > VIOLENT > VAMPIRE > RAGE,WILL > Unknown > DESTROY > ENERGY > BLADE > FOCUS > NEMESIS > REVENGE,SPD > ATK,CD > ATK,ATK > ACC > HP,1.94,1.86,1.15,4.14,1.47,1.37,1.33,1.0,,SPD > HP,SPD > HP > ATK,SPD > HP > ATK > CR
Minato,Minato,VAMPIRE,WILL,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > RES > CD,VAMPIRE > RAGE > VIOLENT,WILL > NEMESIS > DESTROY > Unknown > BLADE > ENDURE,SPD > ATK > HP,CD > ATK > CR > HP,ATK > HP > ACC > RES,2.03,1.53,1.16,2.17,5.13,1.0,1.43,1.04,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Minji and Sapsaree,Minji and Sapsaree,VIOLENT,ENERGY,SPD,HP,DEF,ACC > HP > SPD > RES > DEF > CR > ATK > CD,VIOLENT > ENERGY > FOCUS > NEMESIS > REVENGE > SHIELD > SWIFT,ENERGY > ENDURE > NEMESIS > SHIELD > Unknown > WILL,SPD > HP > DEF,HP > DEF,DEF > HP > RES,2.86,1.4,1.62,2.74,1.5,1.0,3.5,1.8,,ACC > HP,ACC > HP > SPD,ACC > HP > SPD > RES
Miriam,Miriam,SWIFT,FIGHT,SPD,HP,HP,SPD > HP > ACC > RES > CR > DEF > ATK > CD,SWIFT > FIGHT > VIOLENT > SHIELD > DESPAIR > WILL,FIGHT > WILL > GUARD > SHIELD > Unknown > ACCURACY > BLADE > ENDURE > REVENGE,SPD > DEF > ATK,HP > DEF > CD > CR > ATK,HP > DEF > X > ACC > RES,2.05,1.38,1.48,3.9,1.53,1.0,1.68,1.64,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > RES
Mirinae,Mirinae,SWIFT,Unknown,SPD,HP,HP,SPD > ACC > HP > DEF > CR > ATK > RES > CD,SWIFT,Unknown > FIGHT > ENDURE > ENERGY > FOCUS > GUARD > SHIELD > WILL,SPD,HP > ATK > DEF > CR > X > CD,HP > ATK > ACC > DEF > X > RES,2.13,1.38,1.64,6.19,1.43,1.0,2.55,1.29,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Miruel and Graciah,Miruel and Graciah,SWIFT,FOCUS,SPD,CD,ACC,ACC > SPD > ATK > RES > HP > DEF > CR > CD,SWIFT,FOCUS > WILL,SPD,CD > HP,ACC > ATK,1.5,1.67,1.36,3.75,1.25,1.0,7.5,1.67,,ACC > SPD,ACC > SPD > ATK,ACC > SPD > ATK > RES
Misty,Misty,SWIFT,REVENGE,SPD,CD,ATK,SPD > CR > ACC > HP > DEF > ATK > RES > CD,SWIFT > VIOLENT > VAMPIRE > DESPAIR > FOCUS > DESTROY > FATAL > GUARD,REVENGE > GUARD > SHIELD > WILL > DESTROY > ENERGY > FOCUS > Unknown > NEMESIS,SPD > ATK > HP,CD > HP > CR > ATK,ATK > HP > DEF,1.73,1.35,1.36,2.93,2.71,1.0,2.04,1.26,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Mo Long,Mo Long,VIOLENT,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > ATK > RES > CR > CD,VIOLENT > SWIFT > VAMPIRE,WILL > Unknown > DESTROY > ENERGY > FOCUS > NEMESIS > REVENGE,SPD > HP,HP,HP,2.1,1.31,1.97,4.68,1.26,1.0,2.59,1.3,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Molly,Molly,VIOLENT,NEMESIS,SPD,HP,HP,SPD > HP > RES > ACC > DEF > ATK > CR > CD,VIOLENT > SWIFT,NEMESIS > WILL > ENDURE > REVENGE > SHIELD > Unknown,SPD > HP > DEF,HP > DEF > CR,HP > DEF,2.44,1.38,1.83,4.71,1.25,1.0,1.91,2.44,,SPD > HP,SPD > HP > RES,SPD > HP > RES > ACC
Momo,Momo,VIOLENT,DESTROY,SPD,HP,HP,SPD > HP > CR > ATK > ACC > DEF > RES > CD,VIOLENT > VAMPIRE,DESTROY > WILL > REVENGE > NEMESIS,SPD > HP,HP > CD > CR > ATK,HP > ATK > ACC > DEF,2.45,1.75,1.49,3.08,2.12,1.0,1.67,1.06,,SPD > HP,SPD > HP > CR,SPD > HP > CR > ATK
Monte,Monte,VIOLENT,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > ATK > CR > RES > CD,VIOLENT > SWIFT > DESPAIR,WILL > DESTROY > NEMESIS > ENDURE > FOCUS > Unknown,SPD > HP,HP > CD > CR > DEF,HP > ATK > ACC > RES,2.33,1.47,1.82,4.67,1.34,1.0,3.13,1.29,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Moogwang,Moogwang,VIOLENT,WILL,SPD,HP,HP,SPD > ACC > HP > RES > DEF > ATK > CR > CD,VIOLENT > DESPAIR > SHIELD > DESTROY > ENERGY,WILL > ENDURE > FOCUS > Unknown > ACCURACY > DESTROY > REVENGE,SPD > HP,HP > CD,HP > DEF > Unknown,2.29,1.37,1.51,2.98,1.32,1.0,2.76,1.91,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > RES
Mookwol,Mookwol,DESPAIR,WILL,SPD,HP,HP,SPD > HP > DEF > RES > CR > ACC > ATK > CD,DESPAIR > SWIFT > VIOLENT > UNKNOWN,WILL > SHIELD > Unknown > REVENGE > ACCURACY > ENDURE > FOCUS,SPD,HP > DEF > CD > CR,HP > ACC > ATK > DEF,2.38,1.34,1.72,5.17,1.46,1.0,1.34,1.56,,SPD > HP,SPD > HP > DEF,SPD > HP > DEF > RES
Moore / Water Ryu,Moore / Water Ryu,SWIFT,Unknown,SPD,CD,ATK,SPD > CR > ACC > HP > ATK > DEF > RES > CD,SWIFT > DESPAIR > VIOLENT > ENDURE,Unknown > WILL > BLADE > DESTROY > ENERGY > GUARD > NEMESIS > ACCURACY > REVENGE > SHIELD,SPD > ATK,CD > HP > ATK > CR > DEF > X,ATK > HP > ACC > X,1.95,1.55,1.38,3.96,2.19,1.0,2.02,1.07,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Moria,Moria,FATAL,Unknown,SPD,CD,ATK,CR > ACC > SPD > HP > ATK > CD > DEF > RES,FATAL > SWIFT > VIOLENT > UNKNOWN > WILL,Unknown > ENERGY > BLADE > FOCUS > WILL,SPD > ATK > CD > HP,CD > ATK > CR,ATK > Unknown > HP,1.23,1.2,1.05,1.59,2.36,1.18,1.69,1.0,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > HP
Morris,Morris,SWIFT,REVENGE,SPD,HP,HP,SPD > ACC > RES > HP > CR > DEF > ATK > CD,SWIFT > VIOLENT > DESPAIR > FATAL > FOCUS > SHIELD,REVENGE > WILL > ENDURE > FOCUS > GUARD > NEMESIS > Unknown > DESTROY > SHIELD > ENERGY > FIGHT,SPD > ATK > HP,HP > DEF > CD > ATK,HP > DEF > ATK > ACC > RES,1.68,1.24,1.36,3.37,1.54,1.0,2.46,1.83,,SPD > ACC,SPD > ACC > RES,SPD > ACC > RES > HP
N1X,N1X,DESPAIR,SHIELD,SPD,HP,HP,SPD > RES > CR > DEF > HP > ATK > ACC > CD,DESPAIR,SHIELD,SPD,HP,HP,1.6,1.33,2.0,8.0,2.67,1.0,1.14,4.0,,SPD > RES,SPD > RES > CR,SPD > RES > CR > DEF
Naki,Naki,TOLERANCE,ENDURE,SPD,CD,HP,RES > ACC > DEF > HP > SPD > CR > ATK > CD,TOLERANCE > VIOLENT > WILL,ENDURE > ENERGY,SPD > HP,CD > DEF > HP,HP,1.92,1.05,2.09,1.92,1.77,1.0,2.09,5.75,,RES > ACC,RES > ACC > DEF,RES > ACC > DEF > HP
Namib,Namib,NEMESIS,SHIELD,SPD,HP,HP,ACC > SPD > HP > DEF > ATK > RES > CD > CR,NEMESIS,SHIELD,SPD,HP,HP,2.67,1.6,2.0,4.0,1.0,1.14,8.0,1.33,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > DEF
Nana,Nana,DESPAIR,WILL,SPD,HP,HP,SPD > HP > ACC > CR > DEF > ATK > RES > CD,DESPAIR > VIOLENT > REVENGE > SWIFT,WILL > DESTROY > NEMESIS > FOCUS > SHIELD > ACCURACY > ENDURE > GUARD > REVENGE > Unknown,SPD > HP > ATK,HP > CD > CR > ATK > DEF,HP > ATK > ACC > DEF,2.18,1.44,1.55,3.19,1.95,1.0,2.16,1.16,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > CR
Nangrim,Nangrim,FATAL,BLADE,ATK,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > CD > RES,FATAL > RAGE > VAMPIRE > NEMESIS > VIOLENT > WILL > BLADE > ENDURE > FIGHT > REVENGE > SWIFT > ENHANCE > GUARD,BLADE > FOCUS > GUARD > REVENGE > NEMESIS > Unknown > SHIELD > WILL > ACCURACY > DETERMINATION > ENDURE > ENERGY,ATK > SPD > DEF > HP,CD,ATK > HP,1.47,1.18,1.06,1.69,5.89,1.03,1.12,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Naomi,Naomi,RAGE,REVENGE,ATK,CD,ATK,CD > SPD > CR > ATK > HP > ACC > DEF > RES,RAGE > VIOLENT > FATAL > SWIFT > VAMPIRE > DESTROY > FOCUS > GUARD > NEMESIS > WILL,REVENGE > Unknown > WILL > SHIELD > FIGHT > FOCUS > NEMESIS > BLADE > GUARD > ACCURACY > DESTROY > ENDURE > ENERGY > TOLERANCE,ATK > SPD,CD > ATK,ATK > HP,1.63,1.63,1.02,1.93,1.73,1.93,1.44,1.0,,CD > SPD,CD > SPD > CR,CD > SPD > CR > ATK
Narsha,Narsha,VIOLENT,WILL,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > CD > RES,VIOLENT > SWIFT,WILL > NEMESIS > BLADE > GUARD,SPD > ATK,CD > CR,ATK > HP,2.15,1.68,1.25,3.22,4.1,1.0,1.42,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Natalie,Natalie,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ACC > ATK > HP > RES > CD > DEF,SWIFT > FATAL > DESTROY > FOCUS > RAGE > BLADE > GUARD > REVENGE > SHIELD > VIOLENT,BLADE > REVENGE > Unknown > WILL > ENDURE > FOCUS > ENERGY > GUARD > NEMESIS > SHIELD,SPD > ATK,CD > ATK > CR,ATK > HP,1.23,1.25,1.0,2.46,3.1,1.03,1.72,1.11,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > ATK
Neal,Neal,SWIFT,ENERGY,SPD,HP,HP,SPD > ACC > HP > RES > CR > ATK > DEF > CD,SWIFT > NEMESIS > VIOLENT > ENDURE > FATAL > FOCUS > BLADE > UNKNOWN,ENERGY > Unknown > WILL > ENDURE > GUARD > SHIELD > DETERMINATION > ENHANCE > FOCUS > NEMESIS > REVENGE,SPD > HP > ATK,HP > DEF > CR > ATK > CD > X,HP > DEF > ACC > ATK > RES,1.88,1.27,1.09,3.6,1.46,1.0,2.54,1.7,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > RES
Nebelung,Nebelung,VIOLENT,REVENGE,HP,HP,HP,ACC > SPD > HP > RES > CR > DEF > ATK > CD,VIOLENT > REVENGE > SHIELD > BLADE > GUARD > SWIFT,REVENGE > SHIELD > ENDURE > Unknown > ENERGY > ENHANCE > FOCUS,HP > SPD > ATK,HP > CD > CR > DEF,HP > DEF,2.16,1.19,1.39,2.27,1.43,1.0,2.82,1.94,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > RES
Nephthys,Nephthys,SWIFT,WILL,SPD,HP,HP,SPD > HP > DEF > RES > CR > ACC > ATK > CD,SWIFT > VIOLENT > DESPAIR,WILL > Unknown > REVENGE > GUARD > ENDURE > ENERGY > NEMESIS,SPD > DEF > HP,HP > CD > DEF > CR > X,HP > ATK > DEF > X > ACC > RES,2.39,1.41,1.66,5.82,1.61,1.0,1.48,1.65,,SPD > HP,SPD > HP > DEF,SPD > HP > DEF > RES
Nickel,Nickel,VAMPIRE,ENERGY,DEF,CD,DEF,CR > SPD > ACC > HP > DEF > RES > CD > ATK,VAMPIRE > FIGHT > ENDURE > RAGE > BLADE > DESPAIR > FATAL > FOCUS > NEMESIS > REVENGE > TOLERANCE > WILL,ENERGY > GUARD > REVENGE > Unknown > BLADE > WILL > FIGHT > TOLERANCE,DEF > SPD > HP,CD > DEF > HP > CR,DEF > HP > Unknown,1.43,1.0,1.35,1.91,3.02,1.01,1.74,1.12,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Nicki,Nicki,VIOLENT,WILL,SPD,HP,ATK,SPD > HP > CR > ACC > ATK > DEF > RES > CD,VIOLENT > SWIFT > DESPAIR > FATAL,WILL > BLADE > DESTROY > NEMESIS > Unknown > ENERGY > GUARD,SPD > ATK > HP,HP > CD > ATK > CR > DEF,ATK > HP > ACC > DEF,2.19,1.57,1.45,3.98,1.98,1.0,1.79,1.2,,SPD > HP,SPD > HP > CR,SPD > HP > CR > ACC
Nigong,Nigong,VIOLENT,NEMESIS,SPD,HP,HP,RES > SPD > HP > DEF > ACC > CR > ATK > CD,VIOLENT > SWIFT > SHIELD,NEMESIS > WILL > DESTROY > ENDURE > REVENGE > FOCUS,SPD > HP,HP,HP,2.01,1.14,1.76,3.61,1.25,1.0,1.68,3.76,,RES > SPD,RES > SPD > HP,RES > SPD > HP > DEF
Nisha,Nisha,SWIFT,ENDURE,SPD,HP,HP,ACC > SPD > RES > HP > DEF > ATK > CR > CD,SWIFT > VIOLENT > FOCUS > BLADE > DESPAIR,ENDURE > FOCUS > Unknown > WILL > GUARD > NEMESIS > SHIELD,SPD,HP > DEF > ATK > CD > X,HP > DEF > ACC > RES > ATK,1.75,1.2,1.41,3.3,1.14,1.0,3.74,2.03,,ACC > SPD,ACC > SPD > RES,ACC > SPD > RES > HP
Nora,Nora,SWIFT,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > ATK > RES > CR > CD,SWIFT > VIOLENT > DESPAIR,WILL > REVENGE > Unknown > NEMESIS > FOCUS > DESTROY > ENERGY,SPD > HP,HP > CR > DEF > CD > X,HP > DEF > ACC > ATK > RES > X,2.15,1.46,1.8,5.07,1.27,1.0,4.1,1.33,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Nubia,Nubia,VIOLENT,REVENGE,SPD,HP,HP,ACC > SPD > HP > RES > DEF > CR > ATK > CD,VIOLENT > DESPAIR > ENDURE > ENERGY > SHIELD > SWIFT > DESTROY > NEMESIS > REVENGE > VAMPIRE,REVENGE > ENERGY > FOCUS > SHIELD > ACCURACY > DETERMINATION > ENDURE > GUARD > NEMESIS > WILL,SPD > DEF > HP,HP > CD > DEF > CR,HP > ACC > DEF,2.04,1.01,1.58,2.2,1.51,1.0,2.59,1.73,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > RES
Nyx,Nyx,DESPAIR,WILL,SPD,HP,HP,SPD > ACC > HP > CR > DEF > ATK > RES > CD,DESPAIR > SWIFT,WILL > NEMESIS > Unknown > REVENGE > SHIELD > GUARD,SPD > HP,HP > CD > DEF > ATK,HP > DEF > ACC > ATK,2.12,1.38,1.72,4.38,1.95,1.0,2.54,1.27,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Oberon,Oberon,SWIFT,WILL,SPD,CD,ATK,CR > SPD > ATK > RES > CD > HP > DEF > ACC,SWIFT > RAGE > VIOLENT > FATAL > WILL > NEMESIS,WILL > BLADE > Unknown > NEMESIS,SPD > ATK > HP,CD,ATK > DEF,1.35,1.6,1.05,2.66,6.68,1.35,1.0,1.51,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > RES
